Name,Trigger,AttackName,Impact,Puncture,Slash,Cold,Electricity,Heat,Toxin,Blast,Corrosive,Gas,Magnetic,Radiation,Viral,Void,BaseDamage,BaseDps,TotalDamage,CritChance,CritMultiplier,AvgShotDmg,BurstDps,SustainedDps,LifetimeDmg,StatusChance,ForcedProcs,AvgProcCount,AvgProcPerSec,Multishot,FireRate,ChargeTime,Disposition,Mastery,Magazine,AmmoPickup,AmmoMax,Reload,ShotType,ShotSpeed,PunchThrough,Accuracy,Introduced,IntroducedDate,Slot,Class,AmmoType,Range,InternalName,Family,FalloffStart,FalloffEnd,FalloffReduction
Javlok,Auto Charge,Projectile Impact,0,0,0,0,0,160,0,0,0,0,0,0,0,0,160,532.8,160,0.2,2,192,639.36,311.35135135135,29952,0.25,nil,0.25,0.41645822911456,1,3.33,0.3,1.3,7,6,60,150,1.9,Projectile,150,0,100,Update 19.4,2016-12-16,Primary,Speargun,Primary,0,/Lotus/Weapons/Grineer/LongGuns/GrnFlameSpear/GrnFlameSpear,Javlok,0,inf,1
Javlok,Auto Charge,Projectile Explosion,0,0,0,0,0,120,0,0,0,0,0,0,0,0,120,399.6,120,0.2,2,144,479.52,233.39985397907,22464,0.25,nil,0.25,0.8325,1,3.33,0,1.3,7,6,60,150,1.9,AoE,inf,0,0,Update 19.4,2016-12-16,Primary,Speargun,Primary,2.4,/Lotus/Weapons/Grineer/LongGuns/GrnFlameSpear/GrnFlameSpear,Javlok,0,2.4,0.3
Javlok,Semi,Spear Throw Impact,45,75,30,0,0,0,0,0,0,0,0,0,0,0,150,150,150,0.2,2,180,180,163.63636363636,28080,0.25,nil,2.25,2.25,1,1,0,1.3,7,6,60,150,0.6,Projectile,90,0,16.7,Update 19.4,2016-12-16,Primary,Speargun,Primary,0,/Lotus/Weapons/Grineer/LongGuns/GrnFlameSpear/GrnFlameSpear,Javlok,0,inf,1
Javlok,Auto Charge,Spear Throw Explosion,0,0,0,0,0,300,0,0,0,0,0,0,0,0,300,300,300,0.2,2,360,360,273.41772151899,56160,0.25,nil,2.25,2.25,1,1,0,1.3,7,6,60,150,1.9,AoE,inf,0,0,Update 19.4,2016-12-16,Primary,Speargun,Primary,6,/Lotus/Weapons/Grineer/LongGuns/GrnFlameSpear/GrnFlameSpear,Javlok,0,6,0.6
Baza Prime,Auto,Normal Attack,5.76,6.72,3.52,0,0,0,0,0,0,0,0,0,0,0,16,266.72,16,0.28,3,24.96,416.0832,318.68710826302,22464,0.14,nil,0.14,2.3338,1,16.67,0,1,10,60,80,840,1.1,Hit-Scan,inf,0,80,Hotfix 27.0.4,2019-12-17,Primary,Rifle,Primary,300,/Lotus/Weapons/Tenno/LongGuns/PrimeBaza/PrimeBazaGun,Baza,30,60,0.5
Scourge Prime,Auto,Projectile Impact,0,0,0,0,0,0,0,0,80,0,0,0,0,0,80,213.6,80,0.1,2,88,234.96,204.87422069146,35200,0.3,nil,0.3,0.801,1,2.67,0,1.1,14,40,60,360,2.2,Projectile,40,0,100,Update 31,2021-12-15,Primary,Speargun,Primary,0,/Lotus/Weapons/Tenno/LongGuns/PrimeScourge/PrimeScourgeWeapon,Scourge,0,inf,1
Scourge Prime,Auto,Explosion,0,0,0,0,0,0,0,0,60,0,0,0,0,0,60,160.2,60,0.1,2,66,176.22,153.65566551859,26400,0.3,nil,0.3,0.801,1,2.67,0,1.1,14,40,60,360,2.2,AoE,inf,0,0,Update 31,2021-12-15,Primary,Speargun,Primary,1.7,/Lotus/Weapons/Tenno/LongGuns/PrimeScourge/PrimeScourgeWeapon,Scourge,0,1.7,0.3
Scourge Prime,Semi,Spear Throw,140,30,30,0,0,0,0,0,0,0,0,0,0,0,200,200,200,0.1,2,220,220,216.74876847291,88000,0.3,nil,0.3,0.3,1,1,0,1.1,14,40,60,360,0.6,Projectile,150,0,16.7,Update 31,2021-12-15,Primary,Speargun,Primary,0,/Lotus/Weapons/Tenno/LongGuns/PrimeScourge/PrimeScourgeWeapon,Scourge,0,inf,1
Scourge Prime,Auto,Spear Explosion,0,0,0,0,0,0,0,0,55,0,0,0,0,0,55,55,55,0.1,2,60.5,60.5,57.345971563981,24200,0.3,nil,1.3,1.3,1,1,0,1.1,14,40,60,360,2.2,AoE,inf,0,0,Update 31,2021-12-15,Primary,Speargun,Primary,7,/Lotus/Weapons/Tenno/LongGuns/PrimeScourge/PrimeScourgeWeapon,Scourge,0,7,0.6
Scourge,Auto,Projectile Impact,0,0,0,0,0,0,0,0,70,0,0,0,0,0,70,186.9,70,0.02,1.5,70.7,188.769,161.7731119443,16968,0.3,nil,0.3,0.801,1,2.67,0,1.2,6,40,60,200,2.5,Projectile,40,0,100,Update 21.0,2017-06-29,Primary,Speargun,Primary,0,/Lotus/Weapons/Tenno/LongGuns/TnPriestSpear/TnPriestSpearGun,Scourge,0,inf,1
Scourge,Auto,Explosion,0,0,0,0,0,0,0,0,55,0,0,0,0,0,55,146.85,55,0.02,1.5,55.55,148.3185,127.10744509909,13332,0.3,nil,0.3,0.801,1,2.67,0,1.2,6,40,60,200,2.5,AoE,inf,0,0,Update 21.0,2017-06-29,Primary,Speargun,Primary,1.7,/Lotus/Weapons/Tenno/LongGuns/TnPriestSpear/TnPriestSpearGun,Scourge,0,1.7,0.3
Scourge,Semi,Spear Throw Impact,105,22.5,22.5,0,0,0,0,0,0,0,0,0,0,0,150,150,150,0.04,2,156,156,153.69458128079,37440,0.3,nil,0.3,0.3,1,1,0,1.2,6,40,60,200,0.6,Projectile,150,0,16.7,Update 21.0,2017-06-29,Primary,Speargun,Primary,0,/Lotus/Weapons/Tenno/LongGuns/TnPriestSpear/TnPriestSpearGun,Scourge,0,inf,1
Scourge,Auto,Spear Throw Explosion,0,0,0,0,0,0,0,0,55,0,0,0,0,0,55,55,55,0.04,2,57.2,57.2,53.835294117647,13728,0.3,nil,1.3,1.3,1,1,0,1.2,6,40,60,200,2.5,AoE,inf,0,0,Update 21.0,2017-06-29,Primary,Speargun,Primary,7,/Lotus/Weapons/Tenno/LongGuns/TnPriestSpear/TnPriestSpearGun,Scourge,0,7,0.6
Glaxion,Held,Normal Attack,0,0,0,26,0,0,0,0,0,0,0,0,0,0,26,312,26,0.08,2,28.08,336.96,289.23605150215,44928,0.34,nil,0.34,4.08,1,12,0,1.3,8,80,80,720,2.2,Discharge,inf,0,100,Update 14.5,2014-08-28,Primary,Rifle,Primary,24,/Lotus/Weapons/Corpus/LongGuns/CrpFreezeRay/CrpFreezeRayRifle,Glaxion,0,inf,1
Sancti Tigris,Duplex,Normal Attack,21,21,168,0,0,0,0,0,0,0,0,0,0,0,210,2520,1260,0.15,1.5,1354.5,2709,1083.6,165249,0.14,nil,0.84,1.68,6,2,0,1,12,2,15,120,1.5,Hit-Scan,inf,0,6.5,Update 17.3,2015-09-02,Primary,Shotgun,Primary,300,/Lotus/Weapons/Syndicates/NewLoka/LongGuns/NLTigris,Tigris,8,20,0.5714
Rubico,Semi-Auto,Unzoomed,144,27,9,0,0,0,0,0,0,0,0,0,0,0,180,480.6,180,0.3,3,288,768.96,337.02664796634,22176,0.12,nil,0.12,0.3204,1,2.67,0,0.95,6,5,15,72,2.4,Hit-Scan,inf,1,13.3,Update 18.0,2015-12-03,Primary,Sniper Rifle,Primary,1000,/Lotus/Weapons/Tenno/LongGuns/FiveShotSniper/FiveShotSniper,Rubico,400,600,0.5
Quanta Vandal,Held,Beam,0,0,0,0,13,0,0,0,0,0,0,0,0,0,13,312,26,0.22,2.4,34.008,408.096,359.55594713656,43530.24,0.45,nil,0.9,10.8,2,12,0,1.4,10,80,80,560,1.8,Discharge,inf,0,100,Update 16.4,2015-04-23,Primary,Rifle,Primary,50,/Lotus/Weapons/Corpus/LongGuns/CrpShockRifle/QuantaVandal,Quanta,0,inf,1
Quanta Vandal,Held,Cube (shot by player),0,0,0,0,0,0,0,600,0,0,0,0,0,0,600,2400,600,0.05,1.5,615,2460,2256.880733945,393600,0.26,nil,0.26,1.04,1,4,0,1.4,10,80,80,560,1.8,nil,inf,0,100,Update 16.4,2015-04-23,Primary,Rifle,Primary,6,/Lotus/Weapons/Corpus/LongGuns/CrpShockRifle/QuantaVandal,Quanta,0,inf,1
Quanta Vandal,Held,Cube (direct hit),0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,400,100,0.05,1.5,102.5,410,215.78947368421,6560,0.26,nil,0.26,1.04,1,4,0,1.4,10,80,80,560,1.8,Projectile,25,0,25,Update 16.4,2015-04-23,Primary,Rifle,Primary,15,/Lotus/Weapons/Corpus/LongGuns/CrpShockRifle/QuantaVandal,Quanta,0,inf,1
Quanta Vandal,Held,Cube Explosion,0,0,0,0,0,0,0,150,0,0,0,0,0,0,150,600,150,0.05,1.5,153.75,615,564.22018348624,98400,0.26,nil,0.26,1.04,1,4,0,1.4,10,80,80,560,1.8,AoE,inf,0,100,Update 16.4,2015-04-23,Primary,Rifle,Primary,0.5,/Lotus/Weapons/Corpus/LongGuns/CrpShockRifle/QuantaVandal,Quanta,0,inf,1
Proboscis Cernos,Charge,Charged Shot,103.2,30.7,145.1,0,0,0,0,0,0,0,0,0,0,0,279,465,279,0.07,1.9,296.577,423.68142857143,228.13615384615,2372.616,0.43,nil,0.43,0.33076923076923,1,1,0.7,0.65,15,1,1,7,0.6,Projectile,45,0,16.7,Update 29.5,2020-11-19,Primary,Bow,Primary,0,/Lotus/Weapons/Tenno/Bows/PrimeDerelictCernos/DerelictCernos,Proboscis Cernos,0,inf,1
Proboscis Cernos,Charge,Appendages,0,0,50.625,0,0,0,0,0,0,0,0,0,39.375,0,90,150,90,0.07,1.9,95.67,136.67142857143,73.592307692308,765.36,0.43,nil,0.43,0.33076923076923,1,1,0.7,0.65,15,1,1,7,0.6,AoE,inf,0,16.7,Update 29.5,2020-11-19,Primary,Bow,Primary,9,/Lotus/Weapons/Tenno/Bows/PrimeDerelictCernos/DerelictCernos,Proboscis Cernos,0,9,0
Proboscis Cernos,Charge,Charged Shot Explosion,0,0,0,0,0,0,0,0,0,0,0,0,1003,0,1003,1671.6666666667,1003,0.07,1.9,1066.189,1523.1271428571,820.14538461538,8529.512,0.43,nil,0.43,0.33076923076923,1,1,0.7,0.65,15,1,1,7,0.6,AoE,inf,0,16.7,Update 29.5,2020-11-19,Primary,Bow,Primary,7,/Lotus/Weapons/Tenno/Bows/PrimeDerelictCernos/DerelictCernos,Proboscis Cernos,0,7,0.5
Supra,Auto-Spool,Fully Spooled,4,30,6,0,0,0,0,0,0,0,0,0,0,0,40,500,40,0.12,1.8,43.84,548,453.51724137931,55238.4,0.3,nil,0.3,3.75,1,12.5,0,1.1,12,180,80,1080,3,Projectile,100,0,14.3,Update 8.0,2013-05-23,Primary,Rifle,Primary,0,/Lotus/Weapons/ClanTech/Energy/CrpHeavyRifle,Supra,0,inf,1
Latron Wraith,Semi-Auto,Normal Attack,15,42,3,0,0,0,0,0,0,0,0,0,0,0,60,325.2,60,0.26,2.8,88.08,477.3936,255.6735218509,48884.4,0.14,nil,0.14,0.7588,1,5.42,0,1.35,7,15,80,540,2.4,Hit-Scan,inf,0,28.6,Update 14.5,2014-08-28,Primary,Rifle,Primary,300,/Lotus/Weapons/Tenno/LongGuns/WraithLatron/WraithLatron,Latron,0,inf,1
Prisma Grinlok,Semi-Auto,Normal Attack,74.8,18.7,93.5,0,0,0,0,0,0,0,0,0,0,0,187,312.29,187,0.21,2.9,261.613,436.89371,384.86379084693,146764.893,0.37,nil,0.37,0.6179,1,1.67,0,1.245,11,21,80,540,1.7,Hit-Scan,inf,0,32,Update 24.4,2019-03-08,Primary,Rifle,Primary,300,/Lotus/Weapons/Grineer/LongGuns/GrineerLeverActionRifle/PrismaGrinlokWeapon,Grinlok,0,inf,1
Phantasma Prime,Held,Beam,5,0,0,0,0,0,0,0,0,0,0,10,0,0,15,1080,90,0.11,1.9,98.91,1186.92,932.58,67456.62,0.222,nil,1.332,15.984,6,12,0,0.5,14,11,15,330,0.5,Discharge,inf,0,100,Hotfix 32.0.9,2022-10-05,Primary,Shotgun,Primary,20,/Lotus/Weapons/Tenno/LongGuns/PrimePhantasma/PhantasmaPrimeShotgun,Phantasma,0,inf,1
Phantasma Prime,Held,Plasma Bomb Impact,15,0,0,0,0,0,0,0,0,0,0,0,0,0,15,30,15,0.03,1.5,15.225,15.225,13.840909090909,2359.875,0.37,nil,1.37,0.91333333333333,1,2,1,0.5,14,11,15,330,0.5,Projectile,25,0,100,Hotfix 32.0.9,2022-10-05,Primary,Shotgun,Primary,0,/Lotus/Weapons/Tenno/LongGuns/PrimePhantasma/PhantasmaPrimeShotgun,Phantasma,0,inf,1
Phantasma Prime,Held,Plasma Bomb Explosion,0,0,0,0,0,0,0,0,0,0,0,73,0,0,73,146,73,0.03,1.5,74.095,148.19,135.84083333333,25266.395,0.37,nil,1.37,2.74,1,2,0,0.5,14,11,15,330,0.5,AoE,inf,0,100,Hotfix 32.0.9,2022-10-05,Primary,Shotgun,Primary,4.8,/Lotus/Weapons/Tenno/LongGuns/PrimePhantasma/PhantasmaPrimeShotgun,Phantasma,0,4.8,0.5
Phantasma Prime,Held,Cluster Bombs Impact,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,30,15,0.03,1.5,15.225,30.45,27.9125,5191.725,0.37,nil,6.85,13.7,5,2,0,0.5,14,11,15,330,0.5,Projectile,6,0,100,Hotfix 32.0.9,2022-10-05,Primary,Shotgun,Primary,0,/Lotus/Weapons/Tenno/LongGuns/PrimePhantasma/PhantasmaPrimeShotgun,Phantasma,0,inf,1
Phantasma Prime,Held,Cluster Bombs Explosion,0,0,0,0,0,0,0,0,0,0,0,18,0,0,18,36,18,0.03,1.5,18.27,36.54,33.495,6230.07,0.37,nil,1.37,2.74,1,2,0,0.5,14,11,15,330,0.5,AoE,inf,0,100,Hotfix 32.0.9,2022-10-05,Primary,Shotgun,Primary,2,/Lotus/Weapons/Tenno/LongGuns/PrimePhantasma/PhantasmaPrimeShotgun,Phantasma,0,inf,1
Penta,Active,Grenade Impact,75,0,0,0,0,0,0,0,0,0,0,0,0,0,75,75,75,0.1,2,82.5,82.5,55,2062.5,0.1,nil,0.1,0.1,1,1,0,1.35,6,5,5,20,2.5,Projectile,20,0,100,Update 11.3,2013-12-12,Primary,Launcher,Primary,0,/Lotus/Weapons/Corpus/LongGuns/GrenadeLauncher/GrenadeLauncher,Penta,0,inf,1
Penta,Active,Grenade Detonation,0,0,0,0,0,0,0,350,0,0,0,0,0,0,350,350,350,0.1,2,385,385,256.66666666667,9625,0.1,nil,0.1,0.1,1,1,0,1.35,6,5,5,20,2.5,AoE,inf,0,100,Update 11.3,2013-12-12,Primary,Launcher,Primary,4,/Lotus/Weapons/Corpus/LongGuns/GrenadeLauncher/GrenadeLauncher,Penta,0,4,0.5
Paris,Semi-Auto,Uncharged Shot,8,120,32,0,0,0,0,0,0,0,0,0,0,0,160,246.15384615385,160,0.3,2,208,320,126.06060606061,15184,0.1,nil,0.1,0.15384615384615,1,1,0,1.4,3,1,15,72,0.65,Projectile,70,0,16.7,Update 7.0,2013-03-18,Primary,Bow,Primary,0,/Lotus/Weapons/Tenno/Bows/HuntingBow,Paris,0,inf,1
Paris,Charge,Charged Shot,16,256,48,0,0,0,0,0,0,0,0,0,0,0,320,492.30769230769,320,0.3,2,416,640,361.73913043478,30368,0.1,nil,0.1,0.08695652173913,1,1,0.5,1.4,3,1,15,72,0.65,Projectile,85,2,16.7,Update 7.0,2013-03-18,Primary,Bow,Primary,0,/Lotus/Weapons/Tenno/Bows/HuntingBow,Paris,0,inf,1
Opticor Vandal,Charge,Charged Shot,40,280,80,0,0,0,0,0,0,0,0,0,0,0,400,800,400,0.24,2.6,553.6,922.66666666667,714.32258064516,115148.8,0.3,nil,1.3,1.1818181818182,1,2,0.6,1.1,14,8,40,200,1.4,Hit-Scan,inf,1,100,Update 24.4,2019-03-08,Primary,Rifle,Primary,300,/Lotus/Weapons/Corpus/LongGuns/CrpBFG/Vandal/VandalCrpBFG,Opticor,0,inf,1
Opticor Vandal,Charge,Charged Shot AoE,0,0,0,0,0,0,0,0,0,0,200,0,0,0,200,400,200,0.24,2.6,276.8,553.6,410.07407407407,57574.4,0.3,nil,0.3,0.6,1,2,0,1.1,14,8,40,200,1.4,nil,inf,0,100,Update 24.4,2019-03-08,Primary,Rifle,Primary,4.6,/Lotus/Weapons/Corpus/LongGuns/CrpBFG/Vandal/VandalCrpBFG,Opticor,0,4.6,0.6
Opticor Vandal,Charge,Quick Shot,20,140,40,0,0,0,0,0,0,0,0,0,0,0,200,400,200,0.24,2.6,276.8,553.6,410.07407407407,57574.4,0.3,nil,0.3,0.6,1,2,0,1.1,14,8,40,200,1.4,Hit-Scan,inf,0,100,Update 24.4,2019-03-08,Primary,Rifle,Primary,300,/Lotus/Weapons/Corpus/LongGuns/CrpBFG/Vandal/VandalCrpBFG,Opticor,0,inf,1
Opticor Vandal,Charge,Quick Shot AoE,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,200,100,0.24,2.6,138.4,276.8,205.03703703704,28787.2,0.3,nil,0.3,0.6,1,2,0,1.1,14,8,40,200,1.4,AoE,inf,0,100,Update 24.4,2019-03-08,Primary,Rifle,Primary,4.6,/Lotus/Weapons/Corpus/LongGuns/CrpBFG/Vandal/VandalCrpBFG,Opticor,0,4.6,0.6
Bubonico,Auto,Auto,2,13,19,0,0,0,7,0,0,0,0,0,0,0,41,1099.21,287,0.25,2.3,380.275,1456.45325,1064.0250487039,10267.425,0.0929,nil,0.6503,2.490649,7,3.83,0,0.75,13,27,0,0,2.1,Projectile,57,0,25,Update 29.5,2020-11-19,Primary,Arm Cannon,None,0,/Lotus/Weapons/Infested/LongGuns/InfArmCannon/InfArmCannon,Bubonico,19,41,0.5
Bubonico,Burst,Burst,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9,30.33,9,0.03,3.5,29.025,32.60475,16.52081691251,261.225,0.57,nil,0.57,1.9209,1,3.37,0,0.75,13,27,0,0,2.1,Projectile,25,0,100,Update 29.5,2020-11-19,Primary,Arm Cannon,None,0,/Lotus/Weapons/Infested/LongGuns/InfArmCannon/InfArmCannon,Bubonico,0,inf,1
Bubonico,Auto,Radial Attack,0,0,0,0,0,0,0,0,0,0,0,0,143,0,143,481.91,143,0.03,3.5,153.725,518.05325,262.49742427655,1383.525,0.57,nil,0.57,1.9209,1,3.37,0,0.75,13,27,0,0,2.1,AoE,inf,0,25,Update 29.5,2020-11-19,Primary,Arm Cannon,None,7,/Lotus/Weapons/Infested/LongGuns/InfArmCannon/InfArmCannon,Bubonico,0,7,0.5
Opticor,Charge,Charged Shot,100,850,50,0,0,0,0,0,0,0,0,0,0,0,1000,1000,1000,0.2,2.5,1300,650,541.66666666667,266500,0.2,nil,1.2,0.4,1,1,2,1.15,14,5,40,200,2,Hit-Scan,inf,1,100,Update 15.0,2014-10-24,Primary,Rifle,Primary,300,/Lotus/Weapons/Corpus/LongGuns/CrpBFG/CrpBFG,Opticor,0,inf,1
Opticor,Charge,Charged Shot AoE,0,0,0,0,0,0,0,0,0,0,400,0,0,0,400,400,400,0.2,2.5,520,520,371.42857142857,106600,0.2,nil,0.2,0.2,1,1,0,1.15,14,5,40,200,2,AoE,inf,0,100,Update 15.0,2014-10-24,Primary,Rifle,Primary,6,/Lotus/Weapons/Corpus/LongGuns/CrpBFG/CrpBFG,Opticor,0,6,0.6
Opticor,Charge,Quick Shot,50,425,25,0,0,0,0,0,0,0,0,0,0,0,500,500,500,0.2,2.5,650,650,464.28571428571,133250,0.2,nil,0.2,0.2,1,1,0,1.15,14,5,40,200,2,Hit-Scan,inf,0,100,Update 15.0,2014-10-24,Primary,Rifle,Primary,300,/Lotus/Weapons/Corpus/LongGuns/CrpBFG/CrpBFG,Opticor,0,inf,1
Opticor,Charge,Quick Shot AoE,0,0,0,0,0,0,0,0,0,0,200,0,0,0,200,200,200,0.2,2.5,260,260,185.71428571429,53300,0.2,nil,0.2,0.2,1,1,0,1.15,14,5,40,200,2,AoE,inf,0,100,Update 15.0,2014-10-24,Primary,Rifle,Primary,6,/Lotus/Weapons/Corpus/LongGuns/CrpBFG/CrpBFG,Opticor,0,6,0.6
Latron Prime,Semi-Auto,Normal Attack,9,72,9,0,0,0,0,0,0,0,0,0,0,0,90,375.3,90,0.22,2.8,125.64,523.9188,314.25071976967,69730.2,0.26,nil,0.26,1.0842,1,4.17,0,1.3,10,15,80,540,2.4,Hit-Scan,inf,0,28.6,Update 8.0,2013-05-23,Primary,Rifle,Primary,300,/Lotus/Weapons/Tenno/Rifle/LatronPrime,Latron,0,inf,1
Prisma Tetra,Auto,Normal Attack,7.6,30.4,0,0,0,0,0,0,0,0,0,0,0,0,38,269.04,38,0.1,2,41.8,295.944,239.43689320388,25080,0.24,nil,0.24,1.6992,1,7.08,0,1.45,4,60,80,540,2,Projectile,100,0,18.2,Hotfix 17.0.5,2015-08-07,Primary,Rifle,Primary,0,/Lotus/Weapons/Corpus/LongGuns/CorpusUMP/PrismaCorpusUMP,Tetra,0,inf,1
Vectis,Semi-Auto,Unzoomed,90,78.75,56.25,0,0,0,0,0,0,0,0,0,0,0,225,225,225,0.25,2,281.25,281.25,168.75,20531.25,0.3,nil,0.3,0.3,1,1.5,0,1.1,2,1,15,72,1,Hit-Scan,inf,1,13.3,Update 10.6,2013-10-30,Primary,Sniper Rifle,Primary,1000,/Lotus/Weapons/Tenno/Rifle/TennoSniperRifle,Vectis,400,600,0.5
Vectis,Semi-Auto,3x Zoom,90,78.75,56.25,0,0,0,0,0,0,0,0,0,0,0,225,225,225,0.25,2,281.25,281.25,168.75,20531.25,0.3,nil,0.3,0.3,1,1.5,0,1.1,2,1,15,72,1,Hit-Scan,inf,1,13.3,Update 10.6,2013-10-30,Primary,Sniper Rifle,Primary,1000,/Lotus/Weapons/Tenno/Rifle/TennoSniperRifle,Vectis,400,600,0.5
Vectis,Semi-Auto,4.5x Zoom,90,78.75,56.25,0,0,0,0,0,0,0,0,0,0,0,225,225,225,0.25,2,281.25,281.25,168.75,20531.25,0.3,nil,0.3,0.3,1,1.5,0,1.1,2,1,15,72,1,Hit-Scan,inf,1,13.3,Update 10.6,2013-10-30,Primary,Sniper Rifle,Primary,1000,/Lotus/Weapons/Tenno/Rifle/TennoSniperRifle,Vectis,400,600,0.5
Soma Prime,Auto-Spool,Fully Spooled,1.2,4.8,6,0,0,0,0,0,0,0,0,0,0,0,12,180,12,0.3,3,19.2,288,235.10204081633,19200,0.1,nil,0.1,1.5,1,15,0,1.1,7,200,80,800,3,Hit-Scan,inf,0,28.6,Update 15.7,2014-12-17,Primary,Rifle,Primary,300,/Lotus/Weapons/Tenno/LongGuns/PrimeSoma/PrimeSomaRifle,Soma,0,inf,1
Gorgon Wraith,Auto-Spool,Fully Spooled,22.95,2.7,1.35,0,0,0,0,0,0,0,0,0,0,0,27,359.91,27,0.15,1.9,30.645,408.49785,282.82795984306,30338.55,0.21,nil,0.21,2.7993,1,13.33,0,1.35,7,90,80,900,3,Hit-Scan,inf,0,16.7,Update 12.4,2014-03-05,Primary,Rifle,Primary,300,/Lotus/Weapons/Grineer/LongGuns/WraithGorgon/WraithGorgon,Gorgon,0,inf,1
Lenz,Charge,Charged Shot,50,0,0,0,0,0,0,0,0,0,0,0,0,0,50,83.333333333333,50,0.5,2,75,62.5,41.666666666667,525,0.05,nil,1.05,0.58333333333333,1,1,1.2,1,8,1,1,6,0.6,Projectile,60,0,16.7,Update 21.3,2017-08-02,Primary,Bow,Primary,0,/Lotus/Weapons/Corpus/Bow/Longbow/CrpBow,Lenz,0,inf,1
Lenz,Charge,Initial Blast,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,16.666666666667,10,0.5,2,15,12.5,8.3333333333333,105,0.05,nil,1.05,0.58333333333333,1,1,1.2,1,8,1,1,6,0.6,AoE,inf,0,16.7,Update 21.3,2017-08-02,Primary,Bow,Primary,7.2,/Lotus/Weapons/Corpus/Bow/Longbow/CrpBow,Lenz,0,7.2,0.7
Lenz,Charge,Bubble Collapse,0,0,0,0,0,0,0,660,0,0,0,0,0,0,660,1100,660,0.5,2,990,825,550,6930,0.05,nil,0.05,0.027777777777778,1,1,1.2,1,8,1,1,6,0.6,AoE,inf,0,16.7,Update 21.3,2017-08-02,Primary,Bow,Primary,7.2,/Lotus/Weapons/Corpus/Bow/Longbow/CrpBow,Lenz,0,7.2,0.7
Kuva Chakkhurr,Semi-Auto,Normal Attack,260,0,0,0,0,0,0,0,0,0,0,0,0,0,260,304.2,416,0.5,2.3,686.4,803.088,594.43967431532,45302.4,0.27,nil,1.27,1.4859,1,1.17,0,0.85,15,11,15,55,3.3,Projectile,200,0,100,Update 26.0,2019-10-31,Primary,Rifle,Primary,0,/Lotus/Weapons/Grineer/LongGuns/GrnKuvaLichRifle/GrnKuvaLichRifleWeapon,Kuva Chakkhurr,0,inf,1
Kuva Chakkhurr,Semi-Auto,Explosion,0,52,29,0,0,0,0,25,0,0,0,0,0,0,106,124.02,169.6,0.5,2.3,279.84,327.4128,242.34848260548,18469.44,0.27,nil,1.27,1.4859,1,1.17,0,0.85,15,11,15,55,3.3,AoE,inf,0,100,Update 26.0,2019-10-31,Primary,Rifle,Primary,2.9,/Lotus/Weapons/Grineer/LongGuns/GrnKuvaLichRifle/GrnKuvaLichRifleWeapon,Kuva Chakkhurr,0,2.9,0.3
Kuva Quartakk,Auto,Full-Auto,20,15.65,18.35,0,0,0,0,0,0,0,0,0,0,0,54,260.82,86.4,0.21,1.9,102.7296,496.183968,453.83780632152,99442.2528,0.33,nil,0.33,1.5939,1,4.83,0,1.05,13,88,80,880,1.7,Hit-Scan,inf,0,40,Update 26.0,2019-10-31,Primary,Rifle,Primary,300,/Lotus/Weapons/Grineer/KuvaLich/LongGuns/Quartakk/KuvaQuartakk,Quartakk,0,inf,1
Kuva Quartakk,Burst,Burst-Fire While Aiming,20,15.65,18.35,0,0,0,0,0,0,0,0,0,0,0,54,341.82,86.4,0.31,2.3,484.8768,767.317536,683.71060608945,469360.7424,0.27,nil,0.27,1.7091,1,6.33,0,1.05,13,88,80,880,1.7,Hit-Scan,inf,0.5,90.9,Update 26.0,2019-10-31,Primary,Rifle,Primary,300,/Lotus/Weapons/Grineer/KuvaLich/LongGuns/Quartakk/KuvaQuartakk,Quartakk,0,inf,1
MK1-Braton,Auto,Normal Attack,4.5,4.5,9,0,0,0,0,0,0,0,0,0,0,0,18,135,18,0.08,1.5,18.72,140.4,112.32,11232,0.05,nil,0.05,0.375,1,7.5,0,1.35,0,60,80,540,2,Hit-Scan,inf,0,40,Vanilla,2012-10-25,Primary,Rifle,Primary,300,/Lotus/Weapons/Tenno/Rifle/StartingRifle,Braton,0,inf,1
Kuva Drakgoon,Charge,Uncharged Shot,4.6,4.6,13.8,0,0,0,0,0,0,0,0,0,0,0,23,765.9,368,0.19,2.1,444.912,1481.55696,922.82709852775,58283.472,0.09,nil,0.9,2.997,10,3.33,0,1.15,13,11,15,120,2,Projectile,130,0,1.4,Update 26.0,2019-10-31,Primary,Shotgun,Primary,0,/Lotus/Weapons/Grineer/KuvaLich/LongGuns/Drakgoon/KuvaDrakgoon,Drakgoon,0,inf,1
Kuva Drakgoon,Charge,Charged Shot,4.6,4.6,36.8,0,0,0,0,0,0,0,0,0,0,0,46,1531.8,736,0.21,2.5,967.84,3222.9072,2008.7245283019,126787.04,0.09,nil,0.9,1.4992496248124,10,3.33,0.3,1.15,13,11,15,120,2,Projectile,190,1.5,1.4,Update 26.0,2019-10-31,Primary,Shotgun,Primary,0,/Lotus/Weapons/Grineer/KuvaLich/LongGuns/Drakgoon/KuvaDrakgoon,Drakgoon,0,inf,1
